group,bead_size,bead_number,bead_id,experiment,e_factor,beam_energy,dose_level,exp_variable,SCF_bead,raw_bead
3,1.5,94,10_4,linearity,0.995,10,2000,2000,109.5,286.8000
3,1.5,95,10_5,linearity,0.995,10,2000,2000,107.6,269.0000
3,1.5,96,10_6,linearity,0.995,10,3000,3000,108.7,375.5000
3,1.5,97,10_7,linearity,0.995,10,3000,3000,110.2,391.3000
3,1.5,98,10_8,linearity,0.995,10,3000,3000,112.7,379.5000
3,1.5,99,10_9,linearity,0.995,10,3000,3000,105.7,390.5000
3,1.5,100,10_10,linearity,0.995,10,3000,3000,106.2,396.1000
3,1.5,101,11_1,linearity,0.995,10,5000,5000,104.2,627.9000
3,1.5,102,11_2,linearity,0.995,10,5000,5000,112.3,639.2000
3,1.5,103,11_3,linearity,0.995,10,5000,5000,101.4,627.9000
3,1.5,104,11_4,linearity,0.995,10,5000,5000,105.2,673.6000
3,1.5,105,11_5,linearity,0.995,10,5000,5000,104.3,608.4000
3,1.5,106,11_6,linearity,0.995,10,0,0,104.6,0.4773
3,1.5,107,11_7,linearity,0.995,10,0,0,124.2,0.4136
3,1.5,108,11_8,linearity,0.995,10,0,0,105.5,0.4543
3,1.5,109,11_9,linearity,0.995,10,0,0,103.7,0.6011
3,1.5,110,11_10,linearity,0.995,10,0,0,105.6,0.5069
3,1.5,111,12_1,dose_rate,0.995,6,200,600,104.4,24.3100
3,1.5,112,12_2,dose_rate,0.995,6,200,600,105.6,26.3800
3,1.5,113,12_3,dose_rate,0.995,6,200,600,99.24,24.0700
3,1.5,114,12_4,dose_rate,0.995,6,200,600,103.4,23.7400
3,1.5,115,12_5,dose_rate,0.995,6,200,600,102.2,26.3900
3,1.5,116,12_6,dose_rate,0.995,6,200,500,108.1,23.9100
3,1.5,117,12_7,dose_rate,0.995,6,200,500,95.26,21.9100
3,1.5,118,12_8,dose_rate,0.995,6,200,500,101.1,23.6900
3,1.5,119,12_9,dose_rate,0.995,6,200,500,101.9,25.4500
3,1.5,120,12_10,dose_rate,0.995,6,200,500,96.06,22.8000
3,1.5,121,13_1,dose_rate,0.995,6,200,400,109.3,24.9600
3,1.5,122,13_2,dose_rate,0.995,6,200,400,108.8,25.5400
3,1.5,123,13_3,dose_rate,0.995,6,200,400,109.4,26.4500
3,1.5,124,13_4,dose_rate,0.995,6,200,400,103.2,24.1400
3,1.5,125,13_5,dose_rate,0.995,6,200,400,107,24.1200
3,1.5,126,13_6,dose_rate,0.995,6,200,300,106.1,24.5100
3,1.5,127,13_7,dose_rate,0.995,6,200,300,106,25.3000
3,1.5,128,13_8,dose_rate,0.995,6,200,300,111.7,26.3400
3,1.5,129,13_9,dose_rate,0.995,6,200,300,106.9,25.2500
3,1.5,130,13_10,dose_rate,0.995,6,200,300,101.8,24.2200
3,1.5,131,14_1,dose_rate,0.995,6,200,200,112.6,25.2700
3,1.5,132,14_2,dose_rate,0.995,6,200,200,100.1,24.1600
3,1.5,133,14_3,dose_rate,0.995,6,200,200,101.2,25.9300
3,1.5,134,14_4,dose_rate,0.995,6,200,200,106.5,25.0500
3,1.5,135,14_5,dose_rate,0.995,6,200,200,89.85,21.0900
3,1.5,136,14_6,dose_rate,0.995,6,200,100,103.8,25.0700
3,1.5,137,14_7,dose_rate,0.995,6,200,100,101.6,24.2100
3,1.5,138,14_8,dose_rate,0.995,6,200,100,107.3,25.7200
3,1.5,139,14_9,dose_rate,0.995,6,200,100,107.9,25.0500
3,1.5,140,14_10,dose_rate,0.995,6,200,100,104.2,24.9800
3,1.5,141,15_1,dose_rate,0.995,6,200,80,107.6,25.6500
3,1.5,142,15_2,dose_rate,0.995,6,200,80,105.7,24.9600
3,1.5,143,15_3,dose_rate,0.995,6,200,80,109.5,26.0500
3,1.5,144,15_4,dose_rate,0.995,6,200,80,101.7,24.8700
3,1.5,145,15_5,dose_rate,0.995,6,200,80,104.30,24.6200
3,1.5,146,15_6,dose_rate,0.995,6,200,60,106.90,25.6200
3,1.5,147,15_7,dose_rate,0.995,6,200,60,105.00,24.8300
3,1.5,148,15_8,dose_rate,0.995,6,200,60,102.90,25.3800
3,1.5,149,15_9,dose_rate,0.995,6,200,60,98.52,24.3900
3,1.5,150,15_10,dose_rate,0.995,6,200,60,102.40,23.6300
4,1.5,151,16_1,dose_rate,0.995,6,200,0,109.00,0.7413
4,1.5,152,16_2,dose_rate,0.995,6,200,0,107.20,0.6470
4,1.5,153,16_3,dose_rate,0.995,6,200,0,104.00,0.8861
4,1.5,154,16_4,dose_rate,0.995,6,200,0,98.57,0.9491
4,1.5,155,16_5,dose_rate,0.995,6,200,0,100.40,0.7978
4,1.5,156,16_6,dose_rate,0.995,10,200,2400,103.60,24.7900
4,1.5,157,16_7,dose_rate,0.995,10,200,2400,100.50,23.9100
4,1.5,158,16_8,dose_rate,0.995,10,200,2400,104.90,25.9200
4,1.5,159,16_9,dose_rate,0.995,10,200,2400,100.80,24.8300
4,1.5,160,16_10,dose_rate,0.995,10,200,2400,102.60,24.4000
4,1.5,161,17_1,dose_rate,0.995,10,200,2000,100.80,23.2600
4,1.5,162,17_2,dose_rate,0.995,10,200,2000,108.20,26.0200
4,1.5,163,17_3,dose_rate,0.995,10,200,2000,103,24.4200
4,1.5,164,17_4,dose_rate,0.995,10,200,2000,99.53,24.3200
4,1.5,165,17_5,dose_rate,0.995,10,200,2000,103,24.7800
4,1.5,166,17_6,dose_rate,0.995,10,200,1600,102.8,24.1800
4,1.5,167,17_7,dose_rate,0.995,10,200,1600,103,22.6400
4,1.5,168,17_8,dose_rate,0.995,10,200,1600,104.7,25.2100
4,1.5,169,17_9,dose_rate,0.995,10,200,1600,99.9,24.7700
4,1.5,170,17_10,dose_rate,0.995,10,200,1600,102,24.3500
4,1.5,171,18_1,dose_rate,0.995,10,200,1200,101.6,23.9200
4,1.5,172,18_2,dose_rate,0.995,10,200,1200,106.3,23.9200
4,1.5,173,18_3,dose_rate,0.995,10,200,1200,102.3,25.1200
4,1.5,174,18_4,dose_rate,0.995,10,200,1200,100.8,24.4300
4,1.5,175,18_5,dose_rate,0.995,10,200,1200,98.79,24.6100
4,1.5,176,18_6,dose_rate,0.995,10,200,800,95.29,23.9200
4,1.5,177,18_7,dose_rate,0.995,10,200,800,95.94,23.7200
4,1.5,178,18_8,dose_rate,0.995,10,200,800,100.8,23.2600
4,1.5,179,18_9,dose_rate,0.995,10,200,800,100.9,24.2500
4,1.5,180,18_10,dose_rate,0.995,10,200,800,104.5,25.5600
4,1.5,181,19_1,dose_rate,0.995,10,200,400,103,24.8300
4,1.5,182,19_2,dose_rate,0.995,10,200,400,101.3,25.2000
4,1.5,183,19_3,dose_rate,0.995,10,200,400,105.10,24.4500
4,1.5,184,19_4,dose_rate,0.995,10,200,400,105.80,24.5700
4,1.5,185,19_5,dose_rate,0.995,10,200,400,101.70,23.7400
4,1.5,186,19_6,dose_rate,0.995,10,200,0,107.90,0.5071
4,1.5,187,19_7,dose_rate,0.995,10,200,0,105.00,0.5529
4,1.5,188,19_8,dose_rate,0.995,10,200,0,105.00,0.5780
4,1.5,189,19_9,dose_rate,0.995,10,200,0,115.30,0.7344
4,1.5,190,19_10,dose_rate,0.995,10,200,0,97.84,0.7649
4,1.5,191,20_1,,,,,,106.50,
4,1.5,192,20_2,,,,,,120.20,
4,1.5,193,20_3,,,,,,130.60,
4,1.5,194,20_4,,,,,,104.10,
4,1.5,195,20_5,,,,,,92.96,
4,1.5,196,20_6,,,,,,99.25,
4,1.5,197,20_7,,,,,,101.30,
4,1.5,198,20_8,,,,,,101.50,
4,1.5,199,20_9,,,,,,102.30,
4,1.5,200,20_10,,,,,,109.00,
4,1.5,201,21_1,energy_resp,1.004,0.06,200,0.06,97.41,94.2700
4,1.5,202,21_2,energy_resp,1.004,0.06,200,0.06,102.70,90.6100
4,1.5,203,21_3,energy_resp,1.004,0.06,200,0.06,103.30,93.0700
4,1.5,204,21_4,energy_resp,1.004,0.06,200,0.06,105.70,87.4500
4,1.5,205,21_5,energy_resp,1.004,0.06,200,0.06,102.10,90.3500
4,1.5,206,21_6,energy_resp,,,,,101.80,lost
4,1.5,207,21_7,energy_resp,1.002,0.1,200,0.1,103.10,91.3500
4,1.5,208,21_8,energy_resp,1.002,0.1,200,0.1,97.65,90.3400
4,1.5,209,21_9,energy_resp,1.002,0.1,200,0.1,108.60,89.7500
4,1.5,210,21_10,energy_resp,1.002,0.1,200,0.1,103.90,93.2400
4,1.5,211,22_1,energy_resp,1.002,0.1,200,0.1,106.70,90.0400
4,1.5,212,22_2,energy_resp,1.002,0.15,200,0.15,104.40,73.6900
4,1.5,213,22_3,energy_resp,1.002,0.15,200,0.15,104.10,76.6400
4,1.5,214,22_4,energy_resp,1.002,,,,104.10,-
4,1.5,215,22_5,energy_resp,1.002,0.15,200,0.15,103.00,73.4100
4,1.5,216,22_6,energy_resp,1.002,0.15,200,0.15,99.29,74.9400
4,1.5,217,22_7,energy_resp,1.002,0.15,200,0.15,103.50,75.0900
4,1.5,218,22_8,energy_resp,1.006,0.18,200,0.18,97.11,65.4000
4,1.5,219,22_9,energy_resp,1.006,0.18,200,0.18,101.90,67.2200
4,1.5,220,22_10,energy_resp,1.006,0.18,200,0.18,102.00,66.8100
4,1.5,221,23_1,energy_resp,1.006,0.18,200,0.18,98.01,68.7100
4,1.5,222,23_2,energy_resp,1.006,0.18,200,0.18,104.00,69.6700
4,1.5,223,23_3,energy_resp,1.003,0.22,200,0.22,103.50,42.3600
4,1.5,224,23_4,energy_resp,1.003,0.22,200,0.22,101.90,42.0100
4,1.5,225,23_5,energy_resp,1.003,0.22,200,0.22,101.80,42.5600
4,1.5,226,23_6,energy_resp,1.003,0.22,200,0.22,101.40,42.3200
4,1.5,227,23_7,energy_resp,1.003,0.22,200,0.22,100.70,41.3600
4,1.5,228,23_8,energy_resp,,,,,102.80,-
4,1.5,229,23_9,energy_resp,0.995,6,200,6,105.00,25.6300
4,1.5,230,23_10,energy_resp,0.995,6,200,6,103.20,25.9900
4,1.5,231,24_1,energy_resp,0.995,6,200,6,95.21,22.5400
4,1.5,232,24_2,energy_resp,0.995,6,200,6,102.30,25.2300
4,1.5,233,24_3,energy_resp,0.995,6,200,6,101.90,23.3000
4,1.5,234,24_4,energy_resp,0.995,10,200,10,102.00,23.5300
4,1.5,235,24_5,energy_resp,0.995,10,200,10,96.56,22.5800
4,1.5,236,24_6,energy_resp,0.995,10,200,10,104.40,24.4100
4,1.5,237,24_7,energy_resp,0.995,10,200,10,108.20,26.7700
4,1.5,238,24_8,energy_resp,0.995,10,200,10,104.10,23.8600
4,1.5,239,24_9,energy_resp,0.995,10,200,10,104.20,24.1800
4,1.5,240,24_10,energy_resp,0.995,10,200,10,101.90,24.1900
4,1.5,241,25_1,energy_resp,0.995,10,200,10,102.80,23.7700
4,1.5,242,25_2,energy_resp,0.995,10,200,10,97.40,24.6200
4,1.5,243,25_3,energy_resp,0.995,10,200,10,97.47,23.3200
4,1.5,244,25_4,energy_resp,0.000,0,200,0,103.90,0.6190
4,1.5,245,25_5,energy_resp,0.000,0,200,0,94.77,0.4692
4,1.5,246,25_6,energy_resp,0.000,0,200,0,101.40,0.5964
4,1.5,247,25_7,energy_resp,0.000,0,200,0,102.50,0.5840
4,1.5,248,25_8,energy_resp,0.000,0,200,0,99.12,0.5191
4,1.5,249,25_9,,,,,,99.43,
4,1.5,250,25_10,,,,,,98.18,
4,1.5,251,26_1,,,,,,96.77,
4,1.5,252,26_2,,,,,,102.50,
4,1.5,253,26_3,,,,,,104.90,
4,1.5,254,26_4,,,,,,100.70,
4,1.5,255,26_5,,,,,,101.40,
4,1.5,256,26_6,,,,,,100.60,
4,1.5,257,26_7,,,,,,108.70,
4,1.5,258,26_8,,,,,,94.28,
4,1.5,259,26_9,,,,,,101.90,
4,1.5,260,26_10,,,,,,101.30,
4,1.5,261,27_1,,,,,,100.40,
4,1.5,262,27_2,,,,,,102.60,
4,1.5,263,27_3,,,,,,96.69,
4,1.5,264,27_4,,,,,,106.40,
4,1.5,265,27_5,,,,,,98.98,
4,1.5,266,27_6,,,,,,101.70,
4,1.5,267,27_7,,,,,,100.10,
4,1.5,268,27_8,,,,,,100.80,
4,1.5,269,27_9,,,,,,92.44,
4,1.5,270,27_10,,,,,,92.70,
4,1.5,271,28_1,,,,,,99.19,
4,1.5,272,28_2,,,,,,99.65,
4,1.5,273,28_3,,,,,,97.42,
4,1.5,274,28_4,,,,,,101.50,
4,1.5,275,28_5,,,,,,103.20,
4,1.5,276,28_6,,,,,,99.92,
4,1.5,277,28_7,,,,,,102.50,
4,1.5,278,28_8,,,,,,95.67,
4,1.5,279,28_9,,,,,,92.64,
4,1.5,280,28_10,,,,,,92.97,
4,1.5,281,29_1,,,,,,99.19,
4,1.5,282,29_2,,,,,,96.34,
4,1.5,283,29_3,,,,,,97.41,
4,1.5,284,29_4,,,,,,95.96,
4,1.5,285,29_5,,,,,,97.28,
4,1.5,286,29_6,,,,,,95.62,
4,1.5,287,29_7,,,,,,95.98,
4,1.5,288,29_8,,,,,,97.12,
4,1.5,289,29_9,,,,,,99.73,
4,1.5,290,29_10,,,,,,99.99,
4,1.5,291,30_1,,,,,,106.40,
4,1.5,292,30_2,,,,,,102.10,
4,1.5,293,30_3,,,,,,99.79,
4,1.5,294,30_4,,,,,,102.30,
4,1.5,295,30_5,,,,,,97.27,
4,1.5,296,30_6,,,,,,98.60,
4,1.5,297,30_7,,,,,,104.80,
4,1.5,298,30_8,,,,,,93.43,
4,1.5,299,30_9,,,,,,105.90,
4,1.5,300,30_10,,,,,,84.85,
