group,bead_size,bead_number,bead_id,experiment,e_factor,beam_energy,dose_level,exp_variable,scf_count,raw_bead,scf_bead,calibrated_count
2,1.0,174,18_4,dose_rate,0.995,10.0,200.0,2000.0,37.73,9.641,1.0372180563253257,9.999819281032465
2,1.0,175,18_5,dose_rate,0.995,10.0,200.0,1600.0,38.83,9.976,1.0076531099011317,10.052347424373691
2,1.0,176,18_6,dose_rate,0.995,10.0,200.0,1600.0,38.72,9.888,1.0105335427927808,9.992155671135016
2,1.0,177,18_7,dose_rate,0.995,10.0,200.0,1600.0,37.68,10.12,1.0386031942486593,10.510664325796432
2,1.0,178,18_8,dose_rate,0.995,10.0,200.0,1600.0,43.81,9.631,0.8924820941718279,8.595495048968875
2,1.0,179,18_9,dose_rate,0.995,10.0,200.0,1600.0,38.15,10.46,1.0257271442763944,10.729105929131087
2,1.0,180,18_10,dose_rate,0.995,10.0,200.0,1200.0,38.12,9.378,1.0265394734494873,9.626887182009291
2,1.0,181,19_1,dose_rate,0.995,10.0,200.0,1200.0,40.46,10.41,0.9668168320774051,10.064563221925788
2,1.0,182,19_2,dose_rate,0.995,10.0,200.0,1200.0,38.59,11.03,1.0139589938825768,11.183967702524821
2,1.0,183,19_3,dose_rate,0.995,10.0,200.0,1200.0,37.57,10.55,1.0416635583797966,10.989550540906855
2,1.0,184,19_4,dose_rate,0.995,10.0,200.0,1200.0,39.95,9.989,0.9792334672225114,9.781563104085667
2,1.0,185,19_5,dose_rate,0.995,10.0,200.0,800.0,41.33,10.58,0.9463468672130917,10.01234985511451
2,1.0,186,19_6,dose_rate,0.995,10.0,200.0,800.0,39.31,9.796,0.9952737516712983,9.749701671372037
2,1.0,187,19_7,dose_rate,0.995,10.0,200.0,800.0,37.92,9.565,1.031988056987858,9.87096576508886
2,1.0,188,19_8,dose_rate,0.995,10.0,200.0,800.0,37.23,9.487,1.0512379394182971,9.973094331261384
2,1.0,189,19_9,dose_rate,0.995,10.0,200.0,800.0,39.74,10.23,0.9844393911648806,10.070814971616729
2,1.0,191,20_1,dose_rate,0.995,10.0,200.0,4000.0,39.57,9.531,0.9886944276077012,9.423246589529
2,1.0,192,20_2,dose_rate,0.995,10.0,200.0,4000.0,38.48,9.968,1.01687564320003,10.1362164114179
2,1.0,193,20_3,dose_rate,0.995,10.0,200.0,4000.0,39.22,10.68,0.9975716587092738,10.654065315015044
2,1.0,194,20_4,dose_rate,0.995,10.0,200.0,4000.0,39.22,9.599,0.9975716587092738,9.57569035195032
2,1.0,195,20_5,dose_rate,0.995,10.0,200.0,0.0,38.88,0.5964,1.0063492435685504,0.6001866888642835
2,1.0,196,20_6,dose_rate,0.995,10.0,200.0,0.0,41.82,0.5696,0.9351948906693105,0.5326870097252393
2,1.0,197,20_7,dose_rate,0.995,10.0,200.0,0.0,43.23,0.5064,0.9045227542163721,0.45805032273517077
2,1.0,198,20_8,dose_rate,0.995,10.0,200.0,0.0,37.79,0.4709,1.0355607598852115,0.48764556182994606
2,1.0,210,21_10,energy_resp,1.004,0.06,200.0,0.06,38.83,35.7,1.0076531099011317,35.9732160234704
2,1.0,211,22_1,energy_resp,1.004,0.06,200.0,0.06,40.61,38.08,0.9632245840639001,36.679592161153316
2,1.0,212,22_2,energy_resp,1.004,0.06,200.0,0.06,36.19,33.61,1.0816484556954216,36.354204595923115
2,1.0,213,22_3,energy_resp,1.004,0.06,200.0,0.06,36.96,39.92,1.0589674266678957,42.2739796725824
2,1.0,214,22_4,energy_resp,1.004,0.06,200.0,0.06,39.4,38.23,0.992986406764497,37.961870330606715
2,1.0,215,22_5,energy_resp,1.002,0.1,200.0,0.1,40.85,36.47,0.9575321832384579,34.921198722706556
2,1.0,216,22_6,energy_resp,1.002,0.1,200.0,0.1,36.84,35.07,1.0624393593181303,37.25974833128683
2,1.0,217,22_7,energy_resp,1.002,0.1,200.0,0.1,40.11,35.81,0.9753038570862568,34.92563112225886
2,1.0,218,22_8,energy_resp,1.002,0.1,200.0,0.1,39.06,38.08,1.0016831345198576,38.14409376251618
2,1.0,219,22_9,energy_resp,1.002,0.1,200.0,0.1,39.5,35.76,0.9904572117622569,35.4187498926183
2,1.0,220,22_10,energy_resp,1.006,0.18,200.0,0.18,38.85,28.41,1.0071311581361835,28.612596202648973
2,1.0,221,23_1,energy_resp,1.006,0.18,200.0,0.18,39.57,27.19,0.9886944276077012,26.882601486653396
2,1.0,222,23_2,energy_resp,1.006,0.18,200.0,0.18,39.34,28.57,0.9945101334005614,28.41315451125404
2,1.0,223,23_3,energy_resp,1.006,0.18,200.0,0.18,38.95,26.69,1.0045294892943577,26.81089206926641
2,1.0,224,23_4,energy_resp,1.006,0.18,200.0,0.18,40.69,30.39,0.9613196118697842,29.214503004722744
2,1.0,225,23_5,energy_resp,1.003,0.22,200.0,0.22,40.06,17.78,0.9765284680622413,17.362676162146652
2,1.0,226,23_6,energy_resp,1.003,0.22,200.0,0.22,38.26,16.48,1.022759571493209,16.855077738208085
2,1.0,227,23_7,energy_resp,1.003,0.22,200.0,0.22,39.61,16.25,0.9876899367238695,16.04996147176288
2,1.0,228,23_8,energy_resp,1.003,0.22,200.0,0.22,37.92,18.0,1.031988056987858,18.575785025781443
2,1.0,229,23_9,energy_resp,1.003,0.22,200.0,0.22,41.71,19.66,0.9376754558994503,18.434699462983193
2,1.0,230,23_10,energy_resp,1.002,0.15,200.0,0.15,37.58,29.14,1.0413845983925851,30.34594719715993
2,1.0,231,24_1,energy_resp,1.002,0.15,200.0,0.15,38.09,30.28,1.027353090297762,31.108251574216233
2,1.0,232,24_2,energy_resp,1.002,0.15,200.0,0.15,37.5,32.25,1.0436204708168488,33.656760183843375
2,1.0,233,24_3,energy_resp,1.002,0.15,200.0,0.15,39.16,29.98,0.9991095007684182,29.953302833037178
2,1.0,234,24_4,energy_resp,1.002,0.15,200.0,0.15,37.38,27.93,1.0469923393420268,29.24249603782281
2,1.0,235,24_5,energy_resp,0.995,6.0,200.0,6.0,38.74,9.848,1.0100086034833127,9.946564727103665
2,1.0,236,24_6,energy_resp,0.995,6.0,200.0,6.0,37.58,10.88,1.0413845983925851,11.330264430511328
2,1.0,237,24_7,energy_resp,0.995,6.0,200.0,6.0,38.2,9.672,1.0243761155298357,9.907765789404571
2,1.0,238,24_8,energy_resp,0.995,6.0,200.0,6.0,38.61,9.881,1.013430490651115,10.013706678123667
2,1.0,239,24_9,energy_resp,0.995,6.0,200.0,6.0,38.13,9.967,1.0262685541344747,10.22881867905831
2,1.0,240,24_10,energy_resp,0.995,10.0,200.0,10.0,38.39,9.485,1.0192745026755348,9.667818657877447
2,1.0,241,25_1,energy_resp,0.995,10.0,200.0,10.0,37.15,9.622,1.0535163689135996,10.136934501686655
2,1.0,242,25_2,energy_resp,0.995,10.0,200.0,10.0,38.18,9.593,1.024916099723981,9.83202014465215
2,1.0,243,25_3,energy_resp,0.995,10.0,200.0,10.0,38.61,10.01,1.013430490651115,10.14443921141766
2,1.0,244,25_4,energy_resp,0.995,10.0,200.0,10.0,38.83,9.607,1.0076531099011317,9.680523426820171
2,1.0,245,25_5,energy_resp,0.995,10.0,200.0,10.0,39.06,9.264,1.0016831345198576,9.27959255819196
2,1.0,246,25_6,energy_resp,0.995,10.0,200.0,10.0,38.46,9.859,1.0174077467713858,10.030622975419092
2,1.0,247,25_7,energy_resp,0.995,10.0,200.0,10.0,36.12,8.948,1.0837586383056637,9.697472295559079
2,1.0,248,25_8,energy_resp,0.995,10.0,200.0,10.0,39.73,10.14,0.9846886733360349,9.984743147627395
2,1.0,249,25_9,energy_resp,0.995,10.0,200.0,10.0,37.52,9.615,1.0430606031073293,10.029027698876972
2,1.0,250,25_10,energy_resp,0.0,0.0,200.0,0.0,36.83,0.6445,1.0627297149594548,0.6849293012913685
2,1.0,251,26_1,energy_resp,0.0,0.0,200.0,0.0,42.19,0.6133,0.9269466395074943,0.5684963740099462
2,1.0,252,26_2,energy_resp,0.0,0.0,200.0,0.0,37.97,0.6052,1.0306204958727334,0.6237315241021782
2,1.0,253,26_3,energy_resp,0.0,0.0,200.0,0.0,38.49,0.6589,1.016609800077146,0.6698441972708316
2,1.0,254,26_4,energy_resp,0.0,0.0,200.0,0.0,41.88,0.8209,0.9338473788814758,0.7665953133238035
3,1.5,1,1_1,linearity,0.995,6.0,10.0,10.0,110.2,1.911,0.9811347054392335,1.8749484220943753
