group,bead_size,bead_number,bead_id,experiment,e_factor,beam_energy,dose_level,exp_variable,scf_count,raw_bead,scf_bead
1,1.0,1,1_1,linearity,0.995,6.0,10.0,10.0,40.85,0.8636,0.9765717062151664
1,1.0,2,1_2,linearity,0.995,6.0,10.0,10.0,40.84,0.8628,0.9768119779634031
1,1.0,3,1_3,linearity,0.995,6.0,10.0,10.0,40.75,0.9771,0.9789797558986748
1,1.0,4,1_4,linearity,0.995,6.0,10.0,10.0,42.97,0.8508,0.9281705880128085
1,1.0,5,1_5,linearity,0.995,6.0,10.0,10.0,43.52,0.9164,0.9163875503280119
1,1.0,6,1_6,linearity,0.995,6.0,25.0,25.0,41.46,1.6380,0.9621353451298924
1,1.0,7,1_7,linearity,0.995,6.0,25.0,25.0,40.44,1.6490,0.986520760898002
1,1.0,10,1_10,linearity,0.995,6.0,25.0,25.0,39.96,1.6510,0.9984291304783234
1,1.0,11,2_1,linearity,0.995,6.0,25.0,25.0,41.84,1.7050,0.9533559931435694
1,1.0,12,2_2,linearity,0.995,6.0,50.0,50.0,41.72,2.6550,0.956111060899059
1,1.0,13,2_3,linearity,0.995,6.0,50.0,50.0,38.5,2.9160,1.0364849150212492
1,1.0,14,2_4,linearity,0.995,6.0,50.0,50.0,41.85,2.8970,0.9531271206913611
1,1.0,15,2_5,linearity,0.995,6.0,50.0,50.0,40.61,2.7160,0.9823710456305483
1,1.0,16,2_6,linearity,0.995,6.0,50.0,50.0,40.02,2.8690,0.9969248856549058
1,1.0,17,2_7,linearity,0.995,6.0,100.0,100.0,41.43,5.3120,0.9628353435217045
1,1.0,18,2_8,linearity,0.995,6.0,100.0,100.0,41.58,5.7740,0.959345500274683
1,1.0,19,2_9,linearity,0.995,6.0,100.0,100.0,39.89,5.3040,1.0001898302685581
1,1.0,20,2_10,linearity,0.995,6.0,100.0,100.0,41.05,5.3540,0.9717909721319973
1,1.0,21,3_1,linearity,0.995,6.0,100.0,100.0,45.84,5.2940,0.8698097442537965
1,1.0,22,3_2,linearity,0.995,6.0,250.0,250.0,40.15,12.3800,0.9936811873666426
1,1.0,23,3_3,linearity,0.995,6.0,250.0,250.0,39.12,12.2800,1.019975487857704
1,1.0,24,3_4,linearity,0.995,6.0,250.0,250.0,42.14,15.5700,0.9465372916396031
1,1.0,25,3_5,linearity,0.995,6.0,250.0,250.0,40.87,12.4700,0.9760915171500125
1,1.0,26,3_6,linearity,0.995,6.0,250.0,250.0,37.2,11.4100,1.072897556815689
1,1.0,27,3_7,linearity,0.995,6.0,500.0,500.0,40.13,26.0100,0.9941788432866081
1,1.0,28,3_8,linearity,0.995,6.0,500.0,500.0,41.65,27.1700,0.9577255497501904
1,1.0,29,3_9,linearity,0.995,6.0,500.0,500.0,38.72,24.0300,1.0305659055959489
1,1.0,30,3_10,linearity,0.995,6.0,500.0,500.0,41.76,24.0900,0.9551909374016815
1,1.0,31,4_1,linearity,0.995,6.0,500.0,500.0,36.81,22.2700,1.0843255546878814
1,1.0,32,4_2,linearity,0.995,6.0,1000.0,1000.0,39.36,58.0000,1.0137250742067454
1,1.0,33,4_3,linearity,0.995,6.0,1000.0,1000.0,39.9,47.8200,0.9999379216259702
1,1.0,34,4_4,linearity,0.995,6.0,1000.0,1000.0,40.4,50.1800,0.9875022645394528
1,1.0,35,4_5,linearity,0.995,6.0,1000.0,1000.0,39.61,54.0000,1.0072951694031365
1,1.0,36,4_6,linearity,0.995,6.0,1000.0,1000.0,41.8,57.1900,0.9542725831825977
1,1.0,37,4_7,linearity,0.995,6.0,2000.0,2000.0,42.97,98.1900,0.9281705880128085
1,1.0,38,4_8,linearity,0.995,6.0,2000.0,2000.0,39.77,94.0100,1.0032226640561408
1,1.0,39,4_9,linearity,0.995,6.0,2000.0,2000.0,39.56,111.2000,1.0085746166492184
1,1.0,40,4_10,linearity,0.995,6.0,2000.0,2000.0,38.88,94.8900,1.0263034571481993
1,1.0,41,5_1,linearity,0.995,6.0,2000.0,2000.0,40.16,98.1000,0.9934325461935589
1,1.0,42,5_2,linearity,0.995,6.0,3000.0,3000.0,42.34,146.6000,0.9420454218094493
1,1.0,43,5_3,linearity,0.995,6.0,3000.0,3000.0,40.49,150.9000,0.9852966216519623
1,1.0,44,5_4,linearity,0.995,6.0,3000.0,3000.0,41.43,146.5000,0.9628353435217045
1,1.0,45,5_5,linearity,0.995,6.0,3000.0,3000.0,40.87,150.9000,0.9760915171500125
1,1.0,46,5_6,linearity,0.995,6.0,3000.0,3000.0,41.23,148.9000,0.9675281562800283
1,1.0,47,5_7,linearity,0.995,6.0,5000.0,5000.0,39.61,259.9000,1.0072951694031365
1,1.0,48,5_8,linearity,0.995,6.0,5000.0,5000.0,40.92,259.9000,0.9748931079416864
1,1.0,50,5_10,linearity,0.995,6.0,5000.0,5000.0,42.34,245.9000,0.9420454218094493
1,1.0,52,6_2,linearity,0.995,6.0,5000.0,5000.0,43.17,273.5000,0.923850950516375
1,1.0,53,6_3,linearity,0.995,10.0,0.0,0.0,39.8,0.6478,1.0024627326025755
1,1.0,54,6_4,linearity,0.995,10.0,0.0,0.0,39.21,0.5139,1.0176225710616986
1,1.0,55,6_5,linearity,0.995,10.0,0.0,0.0,38.38,0.6250,1.0397422130971479
1,1.0,56,6_6,linearity,0.995,10.0,0.0,0.0,39.76,0.6495,1.0034762306396383
1,1.0,57,6_7,linearity,0.995,10.0,0.0,0.0,39.59,0.6184,1.0078065585674707
1,1.0,58,6_8,linearity,0.995,10.0,10.0,10.0,40.92,1.5110,0.9748931079416864
1,1.0,59,6_9,linearity,0.995,10.0,10.0,10.0,42.56,1.5900,0.9371533504792761
1,1.0,60,6_10,linearity,0.995,10.0,10.0,10.0,42.02,1.4990,0.9492530339801329
1,1.0,61,7_1,linearity,0.995,10.0,10.0,10.0,39.21,1.3360,1.0176225710616986
1,1.0,62,7_2,linearity,0.995,10.0,10.0,10.0,37.28,1.3590,1.0705830620349834
1,1.0,64,7_4,linearity,0.995,10.0,25.0,25.0,39.03,1.6550,1.0223393105592011
1,1.0,65,7_5,linearity,0.995,10.0,25.0,25.0,37.6,1.9520,1.0614240869076494
1,1.0,66,7_6,linearity,0.995,10.0,25.0,25.0,38.13,1.5970,1.046594439478986
1,1.0,67,7_7,linearity,0.995,10.0,25.0,25.0,37.51,1.7240,1.0639841708738775
1,1.0,68,7_8,linearity,0.995,10.0,25.0,25.0,38.42,2.0790,1.0386541746717444
1,1.0,69,7_9,linearity,0.995,10.0,50.0,50.0,37.94,2.9890,1.0518628393548444
1,1.0,70,7_10,linearity,0.995,10.0,50.0,50.0,38.9,2.9140,1.0257731289739414
1,1.0,71,8_1,linearity,0.995,10.0,50.0,50.0,38.7,2.9970,1.0311012024042476
1,1.0,72,8_2,linearity,0.995,10.0,50.0,50.0,39.44,2.7740,1.0116585916469145
1,1.0,73,8_3,linearity,0.995,10.0,50.0,50.0,38.07,3.1030,1.0482524342151602
1,1.0,74,8_4,linearity,0.995,10.0,100.0,100.0,39.58,5.2790,1.008062447917731
1,1.0,75,8_5,linearity,0.995,10.0,100.0,100.0,36.61,5.6490,1.0902810204900508
1,1.0,76,8_6,linearity,0.995,10.0,100.0,100.0,39.81,5.2250,1.00220967789379
1,1.0,77,8_7,linearity,0.995,10.0,100.0,100.0,38.75,5.4730,1.0297640016963259
1,1.0,78,8_8,linearity,0.995,10.0,100.0,100.0,43.81,5.2230,0.9102943337898803
1,1.0,79,8_9,linearity,0.995,10.0,250.0,250.0,38.52,14.1400,1.03594401517049
1,1.0,80,8_10,linearity,0.995,10.0,250.0,250.0,37.3,12.6100,1.0700059977846588
1,1.0,81,9_1,linearity,0.995,10.0,250.0,250.0,40.48,12.4100,0.9855412064021603
1,1.0,82,9_2,linearity,0.995,10.0,250.0,250.0,39.29,12.2900,1.0155401841505518
1,1.0,83,9_3,linearity,0.995,10.0,250.0,250.0,39.26,12.2000,1.016320079746836
1,1.0,84,9_4,linearity,0.995,10.0,500.0,500.0,38.23,25.2800,1.0438427394258438
1,1.0,86,9_6,linearity,0.995,10.0,500.0,500.0,37.95,26.7700,1.051584233157426
1,1.0,87,9_7,linearity,0.995,10.0,500.0,500.0,41.08,24.4800,0.97107789620021
1,1.0,88,9_8,linearity,0.995,10.0,500.0,500.0,39.44,27.4600,1.0116585916469145
1,1.0,89,9_9,linearity,0.995,10.0,500.0,500.0,38.58,23.5200,1.0343246976103426
1,1.0,90,9_10,linearity,0.995,10.0,1000.0,1000.0,46.59,60.3500,0.8557486426815469
1,1.0,91,10_1,linearity,0.995,10.0,1000.0,1000.0,43.81,52.1200,0.9102943337898803
1,1.0,92,10_2,linearity,0.995,10.0,1000.0,1000.0,40.92,49.6900,0.9748931079416864
1,1.0,93,10_3,linearity,0.995,10.0,1000.0,1000.0,46.76,50.2100,0.8526244306016092
1,1.0,94,10_4,linearity,0.995,10.0,1000.0,1000.0,37.46,49.5000,1.0654117831088672
1,1.0,95,10_5,linearity,0.995,10.0,2000.0,2000.0,37.54,99.2700,1.0631294384871193
1,1.0,96,10_6,linearity,0.995,10.0,2000.0,2000.0,38.14,97.3200,1.0463186168014205
1,1.0,97,10_7,linearity,0.995,10.0,2000.0,2000.0,39.69,97.5500,1.0052547920957944
1,1.0,98,10_8,linearity,0.995,10.0,2000.0,2000.0,37.62,114.1000,1.0608568515231822
1,1.0,99,10_9,linearity,0.995,10.0,2000.0,2000.0,37.88,110.1000,1.0535375816543582
1,1.0,100,10_10,linearity,0.995,10.0,3000.0,3000.0,38.59,146.2000,1.0340553034013826
1,1.0,101,11_1,linearity,0.995,10.0,3000.0,3000.0,41.49,152.0000,0.9614363638211643
1,1.0,102,11_2,linearity,0.995,10.0,3000.0,3000.0,45.95,151.9000,0.8677186025830835
1,1.0,103,11_3,linearity,0.995,10.0,3000.0,3000.0,37.56,156.8000,1.0625603794139782
1,1.0,104,11_4,linearity,0.995,10.0,3000.0,3000.0,37.99,140.2000,1.0504712826904363
1,1.0,105,11_5,linearity,0.995,10.0,5000.0,5000.0,37.25,246.7000,1.071449826415914
1,1.0,106,11_6,linearity,0.995,10.0,5000.0,5000.0,39.41,250.8000,1.0124325345391483
1,1.0,107,11_7,linearity,0.995,10.0,5000.0,5000.0,37.34,269.2000,1.0688537335646477
1,1.0,108,11_8,linearity,0.995,10.0,5000.0,5000.0,45.48,255.9000,0.8767245106401668
1,1.0,110,11_10,linearity,0.995,10.0,0.0,0.0,38.82,0.5604,1.027897736959499
1,1.0,111,12_1,linearity,0.995,10.0,0.0,0.0,39.91,0.5331,0.9996861398432715
1,1.0,112,12_2,linearity,0.995,10.0,0.0,0.0,37.54,0.5327,1.0631294384871193
1,1.0,113,12_3,linearity,0.995,10.0,0.0,0.0,37.18,0.6763,1.0734777450155004
1,1.0,114,12_4,linearity,0.995,10.0,0.0,0.0,38.98,0.6064,1.0236572857673505
1,1.0,115,12_5,dose_rate,0.995,6.0,200.0,600.0,37.63,9.4940,1.0605734611223063
1,1.0,116,12_6,dose_rate,0.995,6.0,200.0,600.0,36.8,9.3130,1.0846217823489923
1,1.0,117,12_7,dose_rate,0.995,6.0,200.0,600.0,37.69,9.9690,1.058876293157949
1,1.0,118,12_8,dose_rate,0.995,6.0,200.0,600.0,37.88,9.8850,1.0535375816543582
1,1.0,119,12_9,dose_rate,0.995,6.0,200.0,600.0,38.52,10.0100,1.03594401517049
1,1.0,120,12_10,dose_rate,0.995,6.0,200.0,500.0,39.33,10.4700,1.0145021833592796
1,1.0,122,13_2,dose_rate,0.995,6.0,200.0,500.0,45.33,10.0100,0.8796382190831459
1,1.0,123,13_3,dose_rate,0.995,6.0,200.0,500.0,37.97,9.6490,1.0510274632935726
1,1.0,124,13_4,dose_rate,0.995,6.0,200.0,500.0,40.04,9.4740,0.996424477458207
1,1.0,125,13_5,dose_rate,0.995,6.0,200.0,500.0,38.52,9.5380,1.03594401517049
1,1.0,126,13_6,dose_rate,0.995,6.0,200.0,400.0,37.6,9.8080,1.0614240869076494
1,1.0,127,13_7,dose_rate,0.995,6.0,200.0,400.0,40.63,10.2900,0.9818851378757959
1,1.0,128,13_8,dose_rate,0.995,6.0,200.0,400.0,39.82,9.7850,1.0019567509114977
1,1.0,129,13_9,dose_rate,0.995,6.0,200.0,400.0,39.92,10.2400,0.9994344848246574
1,1.0,130,13_10,dose_rate,0.995,6.0,200.0,400.0,39.19,10.0100,1.0181445028423077
1,1.0,131,14_1,dose_rate,0.995,6.0,200.0,300.0,43.92,9.6240,0.9080042572183296
1,1.0,132,14_2,dose_rate,0.995,6.0,200.0,300.0,37.79,9.2100,1.0560597183078613
1,1.0,133,14_3,dose_rate,0.995,6.0,200.0,300.0,37.69,9.8870,1.058876293157949
1,1.0,134,14_4,dose_rate,0.995,6.0,200.0,300.0,44.25,10.1100,0.9012026448608528
1,1.0,135,14_5,dose_rate,0.995,6.0,200.0,300.0,38.38,9.7400,1.0397422130971479
1,1.0,136,14_6,dose_rate,0.995,6.0,200.0,200.0,39.69,9.4310,1.0052547920957944
1,1.0,137,14_7,dose_rate,0.995,6.0,200.0,200.0,39.5,10.2600,1.0101142502362144
