group,bead_size,bead_number,bead_id,experiment,e_factor,beam_energy,dose_level,exp_variable,scf_count,raw_bead,scf_bead
3,1.5,35,4_5,linearity,0.995,6.0,1000.0,1000.0,109.9,120.9000,0.9838177357713176
3,1.5,36,4_6,linearity,0.995,6.0,2000.0,2000.0,110.3,268.0000,0.9802436110675498
3,1.5,37,4_7,linearity,0.995,6.0,2000.0,2000.0,111.0,254.7000,0.9740509859109169
3,1.5,38,4_8,linearity,0.995,6.0,2000.0,2000.0,108.9,254.1000,0.9928681250141821
3,1.5,39,4_9,linearity,0.995,6.0,2000.0,2000.0,107.4,244.3000,1.0067602904605342
3,1.5,40,4_10,linearity,0.995,6.0,2000.0,2000.0,109.8,258.8000,0.984715343109496
3,1.5,41,5_1,linearity,0.995,6.0,3000.0,3000.0,105.5,382.3000,1.0249251851931573
3,1.5,42,5_2,linearity,0.995,6.0,3000.0,3000.0,118.5,384.6000,0.9123002963539838
3,1.5,43,5_3,linearity,0.995,6.0,3000.0,3000.0,117.9,373.8000,0.9169507585948309
3,1.5,44,5_4,linearity,0.995,6.0,3000.0,3000.0,108.7,419.1000,0.9946982213328237
3,1.5,45,5_5,linearity,0.995,6.0,3000.0,3000.0,107.7,383.1000,1.0039508435928552
3,1.5,46,5_6,linearity,0.995,6.0,5000.0,5000.0,104.9,597.0000,1.0307984313945218
3,1.5,47,5_7,linearity,0.995,6.0,5000.0,5000.0,113.2,772.4000,0.9550879109793299
3,1.5,48,5_8,linearity,0.995,6.0,5000.0,5000.0,110.6,656.7000,0.9775800133690243
3,1.5,49,5_9,linearity,0.995,6.0,5000.0,5000.0,118.4,709.6000,0.9130720948503355
3,1.5,50,5_10,linearity,0.995,6.0,5000.0,5000.0,110.2,626.1000,0.9811347054392335
3,1.5,51,6_1,linearity,0.995,6.0,0.0,0.0,96.88,0.6247,1.116303411716601
3,1.5,52,6_2,linearity,0.995,6.0,0.0,0.0,104.3,0.7103,1.0367393778172822
3,1.5,53,6_3,linearity,0.995,6.0,0.0,0.0,110.0,0.7295,0.9829217633526747
3,1.5,54,6_4,linearity,0.995,6.0,0.0,0.0,104.4,0.6757,1.035744469047072
3,1.5,55,6_5,linearity,0.995,6.0,0.0,0.0,107.0,1.2020,1.0105307705607818
3,1.5,56,6_6,linearity,0.995,10.0,10.0,10.0,111.3,2.0880,0.9714208909692799
3,1.5,57,6_7,linearity,0.995,10.0,10.0,10.0,115.5,2.0060,0.9360365918174895
3,1.5,58,6_8,linearity,0.995,10.0,10.0,10.0,109.4,1.7440,0.9883222114846338
3,1.5,59,6_9,linearity,0.995,10.0,10.0,10.0,116.1,1.7980,0.9311910326147913
3,1.5,60,6_10,linearity,0.995,10.0,10.0,10.0,114.1,1.9710,0.9475414192127086
3,1.5,61,7_1,linearity,0.995,10.0,25.0,25.0,115.2,3.6170,0.9384783315662522
3,1.5,62,7_2,linearity,0.995,10.0,25.0,25.0,106.5,3.4060,1.0152837729615625
3,1.5,63,7_3,linearity,0.995,10.0,25.0,25.0,109.0,3.4550,0.9919555998620154
3,1.5,64,7_4,linearity,0.995,10.0,25.0,25.0,92.58,3.0330,1.1682613310895698
3,1.5,65,7_5,linearity,0.995,10.0,25.0,25.0,108.7,3.6130,0.9946982213328237
3,1.5,66,7_6,linearity,0.995,10.0,50.0,50.0,96.48,6.8060,1.1209409340516676
3,1.5,67,7_7,linearity,0.995,10.0,50.0,50.0,106.8,7.6400,1.01242662127353
3,1.5,68,7_8,linearity,0.995,10.0,50.0,50.0,109.6,6.7950,0.9865154804770311
3,1.5,69,7_9,linearity,0.995,10.0,50.0,50.0,110.3,7.0110,0.9802436110675498
3,1.5,70,7_10,linearity,0.995,10.0,50.0,50.0,110.6,6.9790,0.9775800133690243
3,1.5,71,8_1,linearity,0.995,10.0,100.0,100.0,111.7,12.9700,0.9679361125742645
3,1.5,72,8_2,linearity,0.995,10.0,100.0,100.0,107.7,12.7700,1.0039508435928552
3,1.5,73,8_3,linearity,0.995,10.0,100.0,100.0,110.5,13.6200,0.9784662694227553
3,1.5,74,8_4,linearity,0.995,10.0,100.0,100.0,107.4,13.0400,1.0067602904605342
3,1.5,75,8_5,linearity,0.995,10.0,100.0,100.0,110.3,13.3500,0.9802436110675498
3,1.5,76,8_6,linearity,0.995,10.0,250.0,250.0,107.0,35.6900,1.0105307705607818
3,1.5,77,8_7,linearity,0.995,10.0,250.0,250.0,104.9,32.6200,1.0307984313945218
3,1.5,78,8_8,linearity,0.995,10.0,250.0,250.0,105.7,31.7000,1.0229822813188951
3,1.5,79,8_9,linearity,0.995,10.0,250.0,250.0,103.1,32.2000,1.0488291081631054
3,1.5,80,8_10,linearity,0.995,10.0,250.0,250.0,108.0,31.7400,1.001157033072841
3,1.5,81,9_1,linearity,0.995,10.0,500.0,500.0,106.4,62.6300,1.0162397438400266
3,1.5,82,9_2,linearity,0.995,10.0,500.0,500.0,114.5,65.6500,0.9442255683213312
3,1.5,83,9_3,linearity,0.995,10.0,500.0,500.0,103.7,62.9400,1.0427492018057836
3,1.5,84,9_4,linearity,0.995,10.0,500.0,500.0,112.8,65.8600,0.9584806286547544
3,1.5,85,9_5,linearity,0.995,10.0,500.0,500.0,112.5,64.4700,0.9610410271600951
3,1.5,86,9_6,linearity,0.995,10.0,1000.0,1000.0,111.9,125.9000,0.9662030822999019
3,1.5,87,9_7,linearity,0.995,10.0,1000.0,1000.0,105.5,120.8000,1.0249251851931573
3,1.5,88,9_8,linearity,0.995,10.0,1000.0,1000.0,107.2,124.7000,1.008642006844574
3,1.5,89,9_9,linearity,0.995,10.0,1000.0,1000.0,116.3,130.9000,0.9295869754077792
3,1.5,90,9_10,linearity,0.995,10.0,1000.0,1000.0,107.9,126.7000,1.0020865739396756
3,1.5,91,10_1,linearity,0.995,10.0,2000.0,2000.0,111.5,268.2000,0.9696753709195257
3,1.5,92,10_2,linearity,0.995,10.0,2000.0,2000.0,109.8,258.2000,0.984715343109496
3,1.5,93,10_3,linearity,0.995,10.0,2000.0,2000.0,108.8,257.5000,0.9937823306223746
3,1.5,94,10_4,linearity,0.995,10.0,2000.0,2000.0,109.5,286.8000,0.9874180195136886
3,1.5,95,10_5,linearity,0.995,10.0,2000.0,2000.0,107.6,269.0000,1.0048855820397289
3,1.5,96,10_6,linearity,0.995,10.0,3000.0,3000.0,108.7,375.5000,0.9946982213328237
3,1.5,97,10_7,linearity,0.995,10.0,3000.0,3000.0,110.2,391.3000,0.9811347054392335
3,1.5,98,10_8,linearity,0.995,10.0,3000.0,3000.0,112.7,379.5000,0.9593325776102518
3,1.5,99,10_9,linearity,0.995,10.0,3000.0,3000.0,105.7,390.5000,1.0229822813188951
3,1.5,100,10_10,linearity,0.995,10.0,3000.0,3000.0,106.2,396.1000,1.0181570965248634
3,1.5,101,11_1,linearity,0.995,10.0,5000.0,5000.0,104.2,627.9000,1.0377361997914192
3,1.5,102,11_2,linearity,0.995,10.0,5000.0,5000.0,112.3,639.2000,0.962755572629577
3,1.5,103,11_3,linearity,0.995,10.0,5000.0,5000.0,101.4,627.9000,1.06644700135106
3,1.5,104,11_4,linearity,0.995,10.0,5000.0,5000.0,105.2,673.6000,1.0278534182990309
3,1.5,105,11_5,linearity,0.995,10.0,5000.0,5000.0,104.3,608.4000,1.0367393778172822
3,1.5,106,11_6,linearity,0.995,10.0,0.0,0.0,104.6,0.4773,1.0337603691285238
3,1.5,107,11_7,linearity,0.995,10.0,0.0,0.0,124.2,0.4136,0.8703654223208088
3,1.5,108,11_8,linearity,0.995,10.0,0.0,0.0,105.5,0.4543,1.0249251851931573
3,1.5,109,11_9,linearity,0.995,10.0,0.0,0.0,103.7,0.6011,1.0427492018057836
3,1.5,110,11_10,linearity,0.995,10.0,0.0,0.0,105.6,0.5069,1.0239528116139291
3,1.5,111,12_1,dose_rate,0.995,6.0,200.0,600.0,104.4,24.3100,1.035744469047072
3,1.5,112,12_2,dose_rate,0.995,6.0,200.0,600.0,105.6,26.3800,1.0239528116139291
3,1.5,113,12_3,dose_rate,0.995,6.0,200.0,600.0,99.24,24.0700,1.0897044896332757
3,1.5,114,12_4,dose_rate,0.995,6.0,200.0,600.0,103.4,23.7400,1.045780318293717
3,1.5,115,12_5,dose_rate,0.995,6.0,200.0,600.0,102.2,26.3900,1.0580830774077212
3,1.5,116,12_6,dose_rate,0.995,6.0,200.0,500.0,108.1,23.9100,1.0002292151020007
3,1.5,117,12_7,dose_rate,0.995,6.0,200.0,500.0,95.26,21.9100,1.135326413584606
3,1.5,118,12_8,dose_rate,0.995,6.0,200.0,500.0,101.1,23.6900,1.0696176647614541
3,1.5,119,12_9,dose_rate,0.995,6.0,200.0,500.0,101.9,25.4500,1.06120412934994
3,1.5,120,12_10,dose_rate,0.995,6.0,200.0,500.0,96.06,22.8000,1.1258519840858656
3,1.5,121,13_1,dose_rate,0.995,6.0,200.0,400.0,109.3,24.9600,0.9892280609348716
3,1.5,122,13_2,dose_rate,0.995,6.0,200.0,400.0,108.8,25.5400,0.9937823306223746
3,1.5,123,13_3,dose_rate,0.995,6.0,200.0,400.0,109.4,26.4500,0.9883222114846338
3,1.5,124,13_4,dose_rate,0.995,6.0,200.0,400.0,103.2,24.1400,1.047810871632104
3,1.5,125,13_5,dose_rate,0.995,6.0,200.0,400.0,107.0,24.1200,1.0105307705607818
3,1.5,126,13_6,dose_rate,0.995,6.0,200.0,300.0,106.1,24.5100,1.0191184885497433
3,1.5,127,13_7,dose_rate,0.995,6.0,200.0,300.0,106.0,25.3000,1.0200816978741287
3,1.5,128,13_8,dose_rate,0.995,6.0,200.0,300.0,111.7,26.3400,0.9679361125742645
3,1.5,129,13_9,dose_rate,0.995,6.0,200.0,300.0,106.9,25.2500,1.0114778075519486
3,1.5,130,13_10,dose_rate,0.995,6.0,200.0,300.0,101.8,24.2200,1.062248575685977
3,1.5,131,14_1,dose_rate,0.995,6.0,200.0,200.0,112.6,25.2700,0.9601860424289189
3,1.5,132,14_2,dose_rate,0.995,6.0,200.0,200.0,100.1,24.1600,1.0803240695944858
3,1.5,133,14_3,dose_rate,0.995,6.0,200.0,200.0,101.2,25.9300,1.0685586842034047
3,1.5,134,14_4,dose_rate,0.995,6.0,200.0,200.0,106.5,25.0500,1.0152837729615625
3,1.5,135,14_5,dose_rate,0.995,6.0,200.0,200.0,89.85,21.0900,1.2038351686511994
3,1.5,136,14_6,dose_rate,0.995,6.0,200.0,100.0,103.8,25.0700,1.0417427305257752
3,1.5,137,14_7,dose_rate,0.995,6.0,200.0,100.0,101.6,24.2100,1.064343648241662
3,1.5,138,14_8,dose_rate,0.995,6.0,200.0,100.0,107.3,25.7200,1.0077002702034836
3,1.5,139,14_9,dose_rate,0.995,6.0,200.0,100.0,107.9,25.0500,1.0020865739396756
3,1.5,140,14_10,dose_rate,0.995,6.0,200.0,100.0,104.2,24.9800,1.0377361997914192
3,1.5,141,15_1,dose_rate,0.995,6.0,200.0,80.0,107.6,25.6500,1.0048855820397289
3,1.5,142,15_2,dose_rate,0.995,6.0,200.0,80.0,105.7,24.9600,1.0229822813188951
3,1.5,143,15_3,dose_rate,0.995,6.0,200.0,80.0,109.5,26.0500,0.9874180195136886
3,1.5,144,15_4,dose_rate,0.995,6.0,200.0,80.0,101.7,24.8700,1.0632950799537884
3,1.5,145,15_5,dose_rate,0.995,6.0,200.0,80.0,104.3,24.6200,1.0367393778172822
3,1.5,146,15_6,dose_rate,0.995,6.0,200.0,60.0,106.9,25.6200,1.0114778075519486
3,1.5,147,15_7,dose_rate,0.995,6.0,200.0,60.0,105.0,24.8300,1.0298148870245352
3,1.5,148,15_8,dose_rate,0.995,6.0,200.0,60.0,102.9,25.3800,1.0508715297679359
3,1.5,149,15_9,dose_rate,0.995,6.0,200.0,60.0,98.52,24.3900,1.0976840623595212
3,1.5,150,15_10,dose_rate,0.995,6.0,200.0,60.0,102.4,23.6300,1.056012555224266
4,1.5,151,16_1,dose_rate,0.995,6.0,200.0,0.0,109.0,0.7413,0.9388578222799187
4,1.5,152,16_2,dose_rate,0.995,6.0,200.0,0.0,107.2,0.6470,0.9546574558543832
4,1.5,153,16_3,dose_rate,0.995,6.0,200.0,0.0,104.0,0.8861,0.9840992002489584
4,1.5,154,16_4,dose_rate,0.995,6.0,200.0,0.0,98.57,0.9491,1.0384427996103516
4,1.5,155,16_5,dose_rate,0.995,6.0,200.0,0.0,100.4,0.7978,1.0194698365237305
4,1.5,156,16_6,dose_rate,0.995,10.0,200.0,2400.0,103.6,24.7900,0.9879075980686987
4,1.5,157,16_7,dose_rate,0.995,10.0,200.0,2400.0,100.5,23.9100,1.0184530202387718
4,1.5,158,16_8,dose_rate,0.995,10.0,200.0,2400.0,104.9,25.9200,0.9756367399026394
4,1.5,159,16_9,dose_rate,0.995,10.0,200.0,2400.0,100.8,24.8300,1.0154147051131386
4,1.5,160,16_10,dose_rate,0.995,10.0,200.0,2400.0,102.6,24.4000,0.9975588121031047
4,1.5,161,17_1,dose_rate,0.995,10.0,200.0,2000.0,100.8,23.2600,1.0154147051131386
4,1.5,162,17_2,dose_rate,0.995,10.0,200.0,2000.0,108.2,26.0200,0.9458148390704679
4,1.5,163,17_3,dose_rate,0.995,10.0,200.0,2000.0,103.0,24.4200,0.9936757859134466
4,1.5,164,17_4,dose_rate,0.995,10.0,200.0,2000.0,99.53,24.3200,1.0284025600891402
4,1.5,165,17_5,dose_rate,0.995,10.0,200.0,2000.0,103.0,24.7800,0.9936757859134466
4,1.5,166,17_6,dose_rate,0.995,10.0,200.0,1600.0,102.8,24.1800,0.9956135129419817
4,1.5,167,17_7,dose_rate,0.995,10.0,200.0,1600.0,103.0,22.6400,0.9936757859134466
4,1.5,168,17_8,dose_rate,0.995,10.0,200.0,1600.0,104.7,25.2100,0.9775046849753973
4,1.5,169,17_9,dose_rate,0.995,10.0,200.0,1600.0,99.9,24.7700,1.0245845262092796
4,1.5,170,17_10,dose_rate,0.995,10.0,200.0,1600.0,102.0,24.3500,1.0034405888478408
4,1.5,171,18_1,dose_rate,0.995,10.0,200.0,1200.0,101.6,23.9200,1.0074004586945746
4,1.5,172,18_2,dose_rate,0.995,10.0,200.0,1200.0,106.3,23.9200,0.9627583787223527
4,1.5,173,18_3,dose_rate,0.995,10.0,200.0,1200.0,102.3,25.1200,1.0004910559707172
4,1.5,174,18_4,dose_rate,0.995,10.0,200.0,1200.0,100.8,24.4300,1.0154147051131386
4,1.5,175,18_5,dose_rate,0.995,10.0,200.0,1200.0,98.79,24.6100,1.0361246344655386
4,1.5,176,18_6,dose_rate,0.995,10.0,200.0,800.0,95.29,23.9200,1.0742771788089003
4,1.5,177,18_7,dose_rate,0.995,10.0,200.0,800.0,95.94,23.7200,1.0669806990496316
4,1.5,178,18_8,dose_rate,0.995,10.0,200.0,800.0,100.8,23.2600,1.0154147051131386
4,1.5,179,18_9,dose_rate,0.995,10.0,200.0,800.0,100.9,24.2500,1.0144059578909153
4,1.5,180,18_10,dose_rate,0.995,10.0,200.0,800.0,104.5,25.5600,0.9793797964696167
4,1.5,181,19_1,dose_rate,0.995,10.0,200.0,400.0,103.0,24.8300,0.9936757859134466
4,1.5,182,19_2,dose_rate,0.995,10.0,200.0,400.0,101.3,25.2000,1.0103909321441826
4,1.5,183,19_3,dose_rate,0.995,10.0,200.0,400.0,105.1,24.4500,0.9737759202460671
4,1.5,184,19_4,dose_rate,0.995,10.0,200.0,400.0,105.8,24.5700,0.9673185793775935
4,1.5,185,19_5,dose_rate,0.995,10.0,200.0,400.0,101.7,23.7400,1.0064075640950148
4,1.5,186,19_6,dose_rate,0.995,10.0,200.0,0.0,107.9,0.5071,0.9484503759832996
4,1.5,187,19_7,dose_rate,0.995,10.0,200.0,0.0,105.0,0.5529,0.9747054419479281
4,1.5,188,19_8,dose_rate,0.995,10.0,200.0,0.0,105.0,0.5780,0.9747054419479281
4,1.5,189,19_9,dose_rate,0.995,10.0,200.0,0.0,115.3,0.7344,0.8874519941201504
4,1.5,190,19_10,dose_rate,0.995,10.0,200.0,0.0,97.84,0.7649,1.0462097641149608
4,1.5,201,21_1,energy_resp,1.004,0.06,200.0,0.06,97.41,94.2700,1.0508394412088675
4,1.5,202,21_2,energy_resp,1.004,0.06,200.0,0.06,102.7,90.6100,0.9965852132346219
4,1.5,203,21_3,energy_resp,1.004,0.06,200.0,0.06,103.3,93.0700,0.9907832966867718
4,1.5,204,21_4,energy_resp,1.004,0.06,200.0,0.06,105.7,87.4500,0.9682358083865357
4,1.5,205,21_5,energy_resp,1.004,0.06,200.0,0.06,102.1,90.3500,1.0024554807915511
4,1.5,207,21_7,energy_resp,1.002,0.1,200.0,0.1,103.1,91.3500,0.992709748146046
4,1.5,208,21_8,energy_resp,1.002,0.1,200.0,0.1,97.65,90.3400,1.048250395288061
4,1.5,209,21_9,energy_resp,1.002,0.1,200.0,0.1,108.6,89.7500,0.9423234902271896
4,1.5,210,21_10,energy_resp,1.002,0.1,200.0,0.1,103.9,93.2400,0.9850485442806548
4,1.5,211,22_1,energy_resp,1.002,0.1,200.0,0.1,106.7,90.0400,0.9591410590271942
4,1.5,212,22_2,energy_resp,1.002,0.15,200.0,0.15,104.4,73.6900,0.9803200525250388
4,1.5,213,22_3,energy_resp,1.002,0.15,200.0,0.15,104.1,76.6400,0.9831516843227806
4,1.5,215,22_5,energy_resp,1.002,0.15,200.0,0.15,103.0,73.4100,0.9936757859134466
4,1.5,216,22_6,energy_resp,1.002,0.15,200.0,0.15,99.29,74.9400,1.0308943743815944
4,1.5,217,22_7,energy_resp,1.002,0.15,200.0,0.15,103.5,75.0900,0.9888643076850804
4,1.5,218,22_8,energy_resp,1.006,0.18,200.0,0.18,97.11,65.4000,1.0540937891648186
4,1.5,219,22_9,energy_resp,1.006,0.18,200.0,0.18,101.9,67.2200,1.0044276349302745
4,1.5,220,22_10,energy_resp,1.006,0.18,200.0,0.18,102.0,66.8100,1.0034405888478408
4,1.5,221,23_1,energy_resp,1.006,0.18,200.0,0.18,98.01,68.7100,1.0443906590578746
4,1.5,222,23_2,energy_resp,1.006,0.18,200.0,0.18,104.0,69.6700,0.9840992002489584
4,1.5,223,23_3,energy_resp,1.003,0.22,200.0,0.22,103.5,42.3600,0.9888643076850804
4,1.5,224,23_4,energy_resp,1.003,0.22,200.0,0.22,101.9,42.0100,1.0044276349302745
4,1.5,225,23_5,energy_resp,1.003,0.22,200.0,0.22,101.8,42.5600,1.0054166247635705
4,1.5,226,23_6,energy_resp,1.003,0.22,200.0,0.22,101.4,42.3200,1.0093921368919845
4,1.5,227,23_7,energy_resp,1.003,0.22,200.0,0.22,100.7,41.3600,1.0164254605725025
4,1.5,229,23_9,energy_resp,0.995,6.0,200.0,6.0,105.0,25.6300,0.9747054419479281
4,1.5,230,23_10,energy_resp,0.995,6.0,200.0,6.0,103.2,25.9900,0.9917455868912668
4,1.5,231,24_1,energy_resp,0.995,6.0,200.0,6.0,95.21,22.5400,1.0751821098348882
4,1.5,232,24_2,energy_resp,0.995,6.0,200.0,6.0,102.3,25.2300,1.0004910559707172
4,1.5,233,24_3,energy_resp,0.995,6.0,200.0,6.0,101.9,23.3000,1.0044276349302745
4,1.5,234,24_4,energy_resp,0.995,10.0,200.0,10.0,102.0,23.5300,1.0034405888478408
4,1.5,235,24_5,energy_resp,0.995,10.0,200.0,10.0,96.56,22.5800,1.0601127443736773
4,1.5,236,24_6,energy_resp,0.995,10.0,200.0,10.0,104.4,24.4100,0.9803200525250388
4,1.5,237,24_7,energy_resp,0.995,10.0,200.0,10.0,108.2,26.7700,0.9458148390704679
4,1.5,238,24_8,energy_resp,0.995,10.0,200.0,10.0,104.1,23.8600,0.9831516843227806
4,1.5,239,24_9,energy_resp,0.995,10.0,200.0,10.0,104.2,24.1800,0.98220599122676
4,1.5,240,24_10,energy_resp,0.995,10.0,200.0,10.0,101.9,24.1900,1.0044276349302745
4,1.5,241,25_1,energy_resp,0.995,10.0,200.0,10.0,102.8,23.7700,0.9956135129419817
4,1.5,242,25_2,energy_resp,0.995,10.0,200.0,10.0,97.4,24.6200,1.0509475956948982
4,1.5,243,25_3,energy_resp,0.995,10.0,200.0,10.0,97.47,23.3200,1.0501909814780424
4,1.5,244,25_4,energy_resp,0.0,0.0,200.0,0.0,103.9,0.6190,0.9850485442806548
4,1.5,245,25_5,energy_resp,0.0,0.0,200.0,0.0,94.77,0.4692,1.0801866088367391
4,1.5,246,25_6,energy_resp,0.0,0.0,200.0,0.0,101.4,0.5964,1.0093921368919845
4,1.5,247,25_7,energy_resp,0.0,0.0,200.0,0.0,102.5,0.5840,0.9985343151172261
4,1.5,248,25_8,energy_resp,0.0,0.0,200.0,0.0,99.12,0.5191,1.032666728046336
